 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Ano do Óbito
Causa - CID-BR-10: . 104 Acidentes de transporte
Período:2010-2019
"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"Total"
"316780 Soledade de Minas";-;1;1;-;-;3;-;2;1;-;8
"316790 Tabuleiro";2;2;3;-;3;3;3;7;-;-;23
"316800 Taiobeiras";7;3;4;4;11;6;4;5;6;7;57
"316805 Taparuba";1;-;3;2;1;2;1;1;-;-;11
"316810 Tapira";-;1;1;-;-;1;-;3;4;3;13
"316820 Tapiraí";-;-;-;-;-;-;-;-;1;-;1
"316840 Tarumirim";5;5;6;-;4;2;2;5;1;6;36
"316850 Teixeiras";1;5;3;1;4;2;-;7;7;2;32
"316860 Teófilo Otoni";97;96;87;62;80;72;66;62;53;41;716
"316870 Timóteo";14;10;10;11;3;9;13;20;5;9;104
"316880 Tiradentes";4;2;1;1;-;-;-;1;1;1;11
"316890 Tiros";2;2;1;3;1;2;3;6;3;3;26
"316900 Tocantins";6;2;5;1;3;3;3;1;1;1;26
"316910 Toledo";-;1;1;-;-;-;-;1;1;2;6
"316920 Tombos";-;1;-;1;-;1;-;-;-;-;3
"316930 Três Corações";36;32;28;37;30;16;24;17;18;19;257
"316935 Três Marias";21;17;11;16;21;1;4;8;6;10;115
"316940 Três Pontas";8;12;9;6;6;13;7;7;6;8;82
"316950 Tumiritinga";3;1;2;1;2;4;2;-;1;1;17
"316960 Tupaciguara";3;12;3;3;11;1;8;1;2;8;52
"316970 Turmalina";1;-;-;5;8;6;7;1;3;5;36
"316980 Turvolândia";-;-;-;-;1;-;-;-;-;-;1
"316990 Ubá";51;55;30;39;46;40;44;25;33;36;399
"317000 Ubaí";1;4;1;1;1;2;-;1;2;1;14
"317005 Ubaporanga";14;8;2;5;10;5;4;3;4;1;56
"317010 Uberaba";88;93;101;63;77;58;70;77;49;66;742
"317020 Uberlândia";203;193;177;148;141;126;130;102;133;114;1467
"317030 Umburatiba";1;1;-;1;-;1;-;-;-;1;5
"317040 Unaí";13;27;18;26;23;14;21;16;20;31;209
"317043 União de Minas";1;1;-;1;-;1;-;1;-;-;5
"317047 Uruana de Minas";-;-;2;1;-;2;-;-;-;2;7
"317050 Urucânia";2;5;2;9;4;-;2;2;-;-;26
"317052 Urucuia";1;-;-;1;2;2;2;-;-;2;10
"317057 Vargem Alegre";2;-;-;-;2;1;1;-;1;-;7
"317060 Vargem Bonita";-;-;2;-;-;-;-;1;-;1;4
"317065 Vargem Grande do Rio Pardo";-;-;1;-;1;1;-;-;-;-;3
"317070 Varginha";29;42;28;33;26;16;28;27;21;29;279
"317075 Varjão de Minas";3;2;1;3;1;6;4;1;3;2;26
"317080 Várzea da Palma";14;4;11;9;11;10;2;6;8;4;79
"317090 Varzelândia";1;1;3;2;-;4;1;1;1;2;16
"317100 Vazante";1;3;2;-;4;-;2;-;1;4;17
"317103 Verdelândia";1;1;1;-;1;8;-;1;7;-;20
"317107 Veredinha";-;-;-;-;-;1;-;-;-;-;1
"317110 Veríssimo";-;-;-;-;2;1;-;-;-;1;4
"317115 Vermelho Novo";1;-;1;-;1;1;-;2;1;-;7
"317120 Vespasiano";8;13;11;8;10;8;11;14;6;6;95
"317130 Viçosa";10;32;17;20;23;18;19;25;10;9;183
"317140 Vieiras";1;1;-;-;-;-;-;-;-;2;4
"317160 Virgem da Lapa";1;-;1;2;-;2;-;-;1;-;7
"317170 Virgínia";1;2;-;-;2;-;1;1;-;1;8
"317180 Virginópolis";3;5;3;2;4;1;5;1;5;1;30
"317190 Virgolândia";-;-;-;1;-;-;-;-;-;1;2
"317200 Visconde do Rio Branco";6;6;4;11;6;10;6;5;4;7;65
"317210 Volta Grande";1;-;-;-;-;-;1;1;2;1;6
"317220 Wenceslau Braz";-;-;1;2;-;-;-;1;1;1;6
"310000 Município ignorado - MG";1;-;-;-;-;-;-;-;-;-;1
"320010 Afonso Cláudio";3;5;7;8;7;11;8;6;7;7;69
"320016 Água Doce do Norte";2;1;3;1;3;4;-;4;2;2;22
"320013 Águia Branca";9;3;3;-;6;5;-;5;7;1;39
"320020 Alegre";6;9;12;7;2;7;5;9;5;6;68
"320030 Alfredo Chaves";7;1;3;4;4;1;2;5;2;1;30
"320035 Alto Rio Novo";1;2;-;-;1;6;1;1;1;-;13
"320040 Anchieta";11;14;16;17;8;8;3;4;9;3;93
"320050 Apiacá";2;-;-;-;1;3;1;1;2;1;11
"320060 Aracruz";23;28;32;28;31;28;22;17;15;19;243
"320070 Atilio Vivacqua";3;6;10;3;10;3;3;5;3;4;50
"320080 Baixo Guandu";4;3;14;6;11;1;9;8;11;4;71
"320090 Barra de São Francisco";6;20;21;14;9;15;26;18;23;11;163
"320100 Boa Esperança";7;10;3;4;6;4;4;3;9;2;52
"320110 Bom Jesus do Norte";1;7;3;2;2;1;-;1;1;-;18
"320115 Brejetuba";2;-;4;5;3;-;3;1;-;3;21
"320120 Cachoeiro de Itapemirim";113;128;111;125;115;95;77;80;81;76;1001
"320130 Cariacica";35;48;34;31;35;30;32;13;21;22;301
"320140 Castelo";8;10;13;8;4;6;3;7;3;8;70
"320150 Colatina";53;76;65;65;40;53;39;38;41;41;511
"320160 Conceição da Barra";4;6;6;13;31;3;8;11;7;1;90
"320170 Conceição do Castelo";8;3;6;7;-;4;3;-;3;3;37
"320180 Divino de São Lourenço";-;-;-;1;-;-;-;-;-;-;1
"320190 Domingos Martins";20;12;14;21;8;10;6;12;6;13;122
"320200 Dores do Rio Preto";-;-;3;-;-;-;-;1;2;-;6
"320210 Ecoporanga";7;3;7;3;5;5;5;5;3;3;46
"320220 Fundão";24;10;15;20;9;4;4;10;6;9;111
"320225 Governador Lindenberg";3;5;2;2;9;-;2;5;-;2;30
"320230 Guaçuí";8;5;9;8;7;3;5;10;7;6;68
"320240 Guarapari";29;38;37;38;20;19;26;36;18;17;278
"320245 Ibatiba";13;14;10;12;16;10;18;21;7;11;132
"320250 Ibiraçu";6;8;8;10;6;9;8;10;5;2;72
"320255 Ibitirama";1;6;2;4;2;2;4;3;3;-;27
"320260 Iconha";6;5;9;4;5;7;4;5;3;2;50
"320265 Irupi";2;3;1;1;3;6;2;6;1;2;27
"320270 Itaguaçu";2;4;4;3;-;1;3;2;3;2;24
"320280 Itapemirim";18;19;17;19;20;13;15;13;8;16;158
"320290 Itarana";3;4;4;1;1;2;2;3;2;2;24
"320300 Iúna";13;5;9;4;7;7;10;9;8;3;75
"320305 Jaguaré";7;9;8;8;11;6;9;10;12;9;89
"320310 Jerônimo Monteiro";3;6;1;1;2;1;1;3;2;1;21
"320313 João Neiva";11;4;28;10;8;6;6;7;3;8;91
"320316 Laranja da Terra";1;-;1;2;1;1;2;4;2;4;18
"320320 Linhares";58;65;74;47;58;38;30;50;42;40;502
"320330 Mantenópolis";4;1;-;3;2;1;6;3;5;6;31
"320332 Marataízes";-;5;4;7;2;8;2;4;5;4;41
"320334 Marechal Floriano";10;11;7;8;4;9;2;3;10;5;69
"320335 Marilândia";1;-;3;3;1;2;5;6;3;2;26
"320340 Mimoso do Sul";21;22;12;22;11;8;12;26;5;3;142
"320350 Montanha";5;6;3;2;5;3;11;4;5;4;48
"320360 Mucurici";4;2;3;-;-;2;1;4;2;5;23
"320370 Muniz Freire";8;5;2;3;4;2;1;2;2;1;30
"320380 Muqui";7;1;7;2;1;2;-;5;-;1;26
"320390 Nova Venécia";14;16;21;15;13;14;19;14;7;17;150
"320400 Pancas";1;7;3;6;12;8;1;4;5;2;49
"320405 Pedro Canário";11;5;5;12;8;10;3;7;6;3;70
"320410 Pinheiros";7;8;5;7;5;6;3;9;4;5;59
"320420 Piúma";3;4;6;5;2;4;6;1;1;3;35
"320425 Ponto Belo";1;-;-;2;-;-;1;1;-;-;5
"320430 Presidente Kennedy";2;3;9;5;10;-;7;6;3;-;45
"320435 Rio Bananal";6;5;2;6;8;2;5;3;7;3;47
"320440 Rio Novo do Sul";9;9;9;10;-;3;5;5;5;5;60
"320450 Santa Leopoldina";8;3;3;1;1;-;1;4;5;2;28
"320455 Santa Maria de Jetibá";6;4;8;6;13;11;10;10;6;14;88
"320460 Santa Teresa";7;2;8;5;8;7;4;5;1;4;51
"320465 São Domingos do Norte";4;5;6;7;6;8;3;5;4;5;53
"320470 São Gabriel da Palha";8;10;11;4;2;2;8;8;3;9;65
"320480 São José do Calçado";6;3;3;2;1;2;2;4;2;4;29
"320490 São Mateus";66;56;71;76;58;51;66;62;46;48;600
"320495 São Roque do Canaã";2;2;4;1;4;4;3;1;2;1;24
"320500 Serra";133;132;153;128;129;90;78;94;81;88;1106
"320501 Sooretama";13;12;4;8;8;16;10;11;4;9;95
"320503 Vargem Alta";6;3;5;5;6;3;6;1;5;3;43
"320506 Venda Nova do Imigrante";13;14;10;11;13;8;12;11;5;4;101
"320510 Viana";14;20;9;16;12;15;20;12;8;9;135
"320515 Vila Pavão";2;1;1;-;1;1;1;2;1;1;11
"320517 Vila Valério";2;3;6;4;3;4;2;3;3;4;34
"320520 Vila Velha";45;53;37;36;37;38;16;27;30;28;347
"320530 Vitória";159;121;118;123;96;82;103;108;99;90;1099
"330010 Angra dos Reis";48;53;50;49;46;34;21;26;29;24;380
"330015 Aperibé";2;2;2;1;5;4;4;3;4;1;28
"330020 Araruama";28;30;26;13;32;22;18;18;25;21;233
"330022 Areal";2;1;3;5;6;-;2;1;-;1;21
"330023 Armação dos Búzios";1;6;7;12;4;7;1;2;3;1;44
"330025 Arraial do Cabo";6;2;4;3;4;1;6;1;7;7;41
"330030 Barra do Piraí";18;20;17;27;19;15;15;16;22;22;191
"330040 Barra Mansa";37;35;38;40;9;25;24;33;24;24;289
"330045 Belford Roxo";25;13;17;12;9;7;12;14;10;2;121
"330050 Bom Jardim";10;14;8;6;5;7;6;4;4;4;68
"330060 Bom Jesus do Itabapoana";13;3;16;10;3;1;3;7;10;6;72
"330070 Cabo Frio";49;45;33;47;30;32;26;17;21;8;308
"330080 Cachoeiras de Macacu";9;10;11;14;9;7;15;13;8;11;107
"330090 Cambuci";3;2;3;5;-;1;2;3;1;2;22
"330100 Campos dos Goytacazes";200;178;233;186;195;179;163;133;132;113;1712
"330110 Cantagalo";4;3;6;1;4;3;6;9;6;3;45
"330093 Carapebus";2;5;7;5;7;6;4;3;-;1;40
"330115 Cardoso Moreira";3;5;7;3;6;4;4;1;5;3;41
"330120 Carmo";1;2;5;2;1;5;6;1;-;2;25
"330130 Casimiro de Abreu";2;6;10;17;11;10;6;3;5;3;73
"330095 Comendador Levy Gasparian";-;7;4;2;1;1;2;1;1;-;19
"330140 Conceição de Macabu";10;5;7;5;1;2;-;1;1;3;35
"330150 Cordeiro";4;6;5;3;2;1;1;1;2;1;26
"330160 Duas Barras";2;1;-;4;1;3;2;2;2;1;18
"330170 Duque de Caxias";252;283;203;82;105;46;30;46;61;48;1156
"330180 Engenheiro Paulo de Frontin";1;-;1;1;1;2;2;-;1;-;9
"330185 Guapimirim";7;7;15;4;7;12;19;12;10;10;103
"330187 Iguaba Grande";5;4;3;7;1;5;2;5;1;3;36
"330190 Itaboraí";37;51;54;58;57;39;35;48;31;34;444
"330200 Itaguaí";37;20;34;37;22;27;22;17;31;12;259
"330205 Italva";3;5;3;3;4;3;3;2;2;5;33
"330210 Itaocara";9;4;9;7;7;10;5;3;3;3;60
"330220 Itaperuna";33;51;53;54;44;51;38;42;29;43;438
"330225 Itatiaia";2;4;1;1;6;-;5;3;5;1;28
"330227 Japeri";7;1;9;7;5;6;6;5;7;2;55
"330230 Laje do Muriaé";2;1;1;-;2;4;2;2;-;-;14
"330240 Macaé";40;70;63;58;75;45;32;30;37;21;471
"330245 Macuco";1;1;-;2;2;3;-;-;-;-;9
"330250 Magé";14;14;15;10;20;10;9;14;16;13;135
"330260 Mangaratiba";16;28;34;24;13;11;16;18;7;9;176
"330270 Maricá";23;23;23;22;28;33;35;20;26;12;245
"330280 Mendes";1;1;2;2;1;-;3;1;1;1;13
"330285 Mesquita";12;4;9;10;6;6;7;4;3;3;64
"330290 Miguel Pereira";4;14;11;13;12;7;3;4;10;4;82
"330300 Miracema";8;2;3;6;7;2;2;7;3;3;43
"330310 Natividade";1;3;3;4;5;4;6;4;2;2;34
"330320 Nilópolis";7;1;5;4;6;5;8;6;4;1;47
"330330 Niterói";148;145;136;70;47;67;72;78;80;86;929
"330340 Nova Friburgo";48;24;50;25;34;35;31;24;34;20;325
"330350 Nova Iguaçu";103;148;140;166;194;172;158;137;125;76;1419
"330360 Paracambi";3;3;3;6;6;3;7;7;5;5;48
"330370 Paraíba do Sul";3;7;10;6;9;4;6;-;3;3;51
"330380 Paraty";9;8;8;8;13;26;10;10;6;2;100
"330385 Paty do Alferes";1;3;1;1;2;4;2;6;-;3;23
"330390 Petrópolis";50;50;74;58;55;44;51;61;36;34;513
"330395 Pinheiral";2;1;1;2;2;1;2;2;1;3;17
"330400 Piraí";12;19;11;9;17;6;11;11;6;8;110
"330410 Porciúncula";2;1;-;2;-;4;8;2;-;2;21
"330411 Porto Real";4;10;2;7;7;5;1;5;2;9;52
"330412 Quatis";3;-;1;1;-;-;2;-;-;-;7
"330414 Queimados";18;13;12;15;11;15;18;8;15;6;131
"330415 Quissamã";6;3;5;4;6;1;5;6;-;2;38
"330420 Resende";31;25;31;39;32;24;24;29;21;21;277
"330430 Rio Bonito";15;15;19;11;15;5;12;4;4;6;106
"330440 Rio Claro";1;2;6;5;5;5;2;3;2;1;32
"330450 Rio das Flores";1;1;1;3;1;1;-;1;-;1;10
"330452 Rio das Ostras";14;13;9;10;17;15;12;9;11;6;116
"330455 Rio de Janeiro";1002;832;1072;957;1046;613;756;707;690;387;8062
"330460 Santa Maria Madalena";1;2;2;1;-;5;-;2;2;2;17
"330470 Santo Antônio de Pádua";16;31;8;11;17;15;18;12;15;10;153
"330480 São Fidélis";3;8;4;8;10;9;10;6;10;8;76
"330475 São Francisco de Itabapoana";11;14;11;17;13;11;12;8;12;8;117
"330490 São Gonçalo";110;84;90;126;238;177;197;170;150;134;1476
"330500 São João da Barra";6;8;11;11;14;11;11;13;4;11;100
"330510 São João de Meriti";19;7;10;9;9;6;13;7;18;10;108
"330513 São José de Ubá";3;-;1;5;6;1;2;3;1;-;22
"330515 São José do Vale do Rio Preto";4;2;1;1;3;5;1;5;1;-;23
"330520 São Pedro da Aldeia";26;24;22;20;25;12;22;9;20;8;188
"330530 São Sebastião do Alto";3;-;-;3;6;4;5;3;2;1;27
"330540 Sapucaia";7;15;7;12;9;8;2;10;3;6;79
"330550 Saquarema";21;14;7;8;15;16;8;9;8;8;114
"330555 Seropédica";12;11;9;9;18;16;9;14;10;10;118
"330560 Silva Jardim";24;22;18;13;15;8;9;2;8;2;121
"330570 Sumidouro";3;3;6;2;3;5;1;1;2;2;28
"330575 Tanguá";4;3;3;1;5;5;2;4;4;-;31
"330580 Teresópolis";44;50;69;43;47;45;56;57;42;39;492
"330590 Trajano de Moraes";3;3;1;2;6;-;1;-;1;2;19
"330600 Três Rios";24;36;27;16;29;26;21;28;27;20;254
"330610 Valença";13;10;21;16;12;17;5;11;18;19;142
"330615 Varre-Sai";-;1;1;-;1;1;2;1;1;2;10
"330620 Vassouras";29;21;23;25;15;9;20;10;20;19;191
"330630 Volta Redonda";55;58;51;46;32;41;29;35;26;30;403
"350010 Adamantina";3;7;11;6;8;5;5;2;2;3;52
"350020 Adolfo";-;1;-;-;-;-;1;-;-;-;2
"350030 Aguaí";9;4;8;5;7;6;6;4;8;7;64
"350040 Águas da Prata";4;5;1;1;2;2;-;-;3;4;22
"350050 Águas de Lindóia";4;2;-;2;3;-;3;6;6;2;28
"350055 Águas de Santa Bárbara";2;3;1;2;1;3;1;-;1;2;16
"350060 Águas de São Pedro";-;-;-;-;1;1;-;-;-;-;2
"350070 Agudos";6;4;9;1;3;5;4;3;1;3;39
"350075 Alambari";2;7;3;4;1;-;2;-;-;3;22
"350080 Alfredo Marcondes";1;1;-;1;-;-;-;-;1;3;7
"350090 Altair";-;-;-;2;-;2;-;-;1;1;6
"350100 Altinópolis";2;5;4;6;2;1;5;2;5;4;36
"350110 Alto Alegre";1;-;5;-;-;1;1;1;-;-;9
"350115 Alumínio";3;3;1;1;8;1;1;2;1;2;23
"350120 Álvares Florence";5;3;2;1;1;1;1;-;-;2;16
"350130 Álvares Machado";1;4;2;1;2;1;5;-;2;-;18
"350140 Álvaro de Carvalho";-;-;1;-;-;-;-;-;-;-;1
"350150 Alvinlândia";-;-;-;-;-;-;-;-;1;-;1
"350160 Americana";62;32;37;22;47;31;30;30;25;28;344
"350170 Américo Brasiliense";3;5;5;8;4;5;1;-;2;2;35
"350180 Américo de Campos";1;1;1;1;-;2;-;3;1;1;11
"350190 Amparo";18;22;23;18;13;20;21;18;15;8;176
"350200 Analândia";-;-;2;1;1;1;-;2;1;-;8
"350210 Andradina";6;7;9;11;11;1;9;2;1;9;66
"350220 Angatuba";11;9;13;3;11;5;5;2;1;7;67
"350230 Anhembi";1;5;-;1;2;2;1;2;-;1;15
"350250 Aparecida";5;8;9;7;8;9;5;9;3;5;68
"350260 Aparecida d'Oeste";1;1;-;-;-;-;1;-;-;2;5
"350270 Apiaí";3;1;4;1;-;3;7;1;4;2;26
"350275 Araçariguama";15;6;10;11;9;6;3;11;15;5;91
"350280 Araçatuba";70;82;65;53;91;59;48;37;47;43;595
"350290 Araçoiaba da Serra";5;8;6;9;6;1;7;3;3;4;52
"350300 Aramina";3;1;-;2;4;-;-;5;2;1;18
"350310 Arandu";2;2;-;2;1;1;-;-;1;-;9
"350315 Arapeí";-;-;-;1;-;-;1;-;1;-;3
"350320 Araraquara";73;50;63;48;63;57;47;43;47;37;528
"350330 Araras";34;34;37;20;23;13;15;17;20;11;224
"350335 Arco-Íris";-;-;1;-;-;1;-;-;-;-;2
"350340 Arealva";3;10;2;3;1;-;4;-;6;1;30
"350350 Areias";-;1;-;-;1;-;-;-;1;-;3
"350360 Areiópolis";1;-;-;-;1;-;4;-;-;-;6
"350370 Ariranha";1;-;3;2;-;4;1;-;-;-;11
"350380 Artur Nogueira";3;5;6;5;6;8;6;9;8;5;61
"350390 Arujá";13;13;12;13;13;6;9;13;9;5;106
"350395 Aspásia";-;-;-;1;2;1;-;-;-;-;4
"350400 Assis";20;18;24;28;32;22;19;20;25;19;227
"350410 Atibaia";43;45;46;36;38;36;28;27;24;31;354
"350420 Auriflama";1;4;4;6;3;-;2;1;-;2;23
"350430 Avaí";2;8;-;1;1;-;-;-;1;3;16
"350440 Avanhandava";2;2;1;1;1;2;-;1;2;1;13
"350450 Avaré";26;21;21;33;28;24;24;18;22;30;247
"350460 Bady Bassitt";2;3;5;2;1;4;4;2;4;1;28
"350470 Balbinos";-;-;1;-;-;-;-;-;-;-;1
"350480 Bálsamo";-;-;1;-;3;1;4;-;1;1;11
"350490 Bananal";1;-;-;2;-;-;-;-;2;-;5
"350500 Barão de Antonina";-;-;-;2;-;1;1;-;2;-;6
"350510 Barbosa";-;-;-;-;1;-;2;-;1;2;6
"350520 Bariri";2;2;4;5;3;1;1;3;6;1;28
"350530 Barra Bonita";5;6;8;5;7;5;2;4;3;3;48
"350535 Barra do Chapéu";-;-;-;-;1;-;2;-;-;-;3
"350540 Barra do Turvo";15;19;19;18;9;1;7;9;-;6;103
"350550 Barretos";37;54;34;47;48;35;33;29;21;33;371
"350560 Barrinha";2;2;2;1;3;3;-;2;3;4;22
"350570 Barueri";34;31;32;28;41;32;25;34;34;31;322
"350580 Bastos";-;2;6;-;-;3;2;2;1;4;20
"350590 Batatais";16;13;2;8;3;13;8;9;9;6;87
"350600 Bauru";72;73;88;80;78;59;68;62;43;51;674
"350610 Bebedouro";24;8;22;11;13;14;9;15;9;15;140
"350620 Bento de Abreu";-;-;-;-;-;3;-;1;-;-;4
"350630 Bernardino de Campos";-;4;1;2;4;4;2;-;1;4;22
"350635 Bertioga";16;18;26;28;26;18;33;20;11;11;207
"350640 Bilac";2;-;-;-;1;-;1;-;1;-;5
"350650 Birigui";11;9;21;18;10;12;15;18;11;7;132
"350660 Biritiba-Mirim";1;1;7;3;2;5;1;3;6;3;32
"350670 Boa Esperança do Sul";2;1;5;-;5;6;2;2;2;5;30
"350680 Bocaina";6;4;4;2;1;-;-;-;3;3;23
"350690 Bofete";-;3;7;3;6;2;1;1;2;-;25
"350700 Boituva";11;10;12;11;8;6;11;5;16;2;92
"350710 Bom Jesus dos Perdões";4;9;8;3;2;2;5;4;3;3;43
"350715 Bom Sucesso de Itararé";1;1;1;-;-;2;-;-;2;1;8
"350720 Borá";-;-;-;-;-;-;-;-;-;1;1
"350730 Boracéia";2;-;-;-;-;1;-;-;-;-;3
"350740 Borborema";2;7;4;7;11;5;4;1;2;7;50
"350745 Borebi";-;-;1;-;-;-;-;-;-;1;2
"350750 Botucatu";36;53;56;50;51;37;47;33;26;36;425
"350760 Bragança Paulista";65;54;67;53;58;62;48;49;58;45;559
"350770 Braúna";2;-;2;1;2;1;-;3;1;-;12
"350775 Brejo Alegre";-;-;5;-;5;-;-;-;-;-;10
"350780 Brodowski";6;5;2;2;5;-;1;1;2;3;27
"350790 Brotas";4;8;5;4;6;6;4;1;-;2;40
"350800 Buri";3;5;4;5;2;2;4;4;2;-;31
"350810 Buritama";1;9;5;3;3;5;4;2;3;5;40
"350820 Buritizal";2;-;1;-;1;-;1;-;2;3;10
"350830 Cabrália Paulista";1;2;-;2;3;-;-;-;-;-;8
"350840 Cabreúva";7;-;6;7;11;4;3;9;7;1;55
"350850 Caçapava";18;19;19;15;17;10;15;17;21;19;170
"350860 Cachoeira Paulista";5;7;2;4;4;4;1;6;4;3;40
"350870 Caconde";2;2;5;2;2;1;1;3;1;2;21
"350880 Cafelândia";-;1;6;2;1;2;2;4;3;4;25
"350890 Caiabu";-;-;3;-;-;-;1;-;-;-;4
"350900 Caieiras";22;13;22;13;11;9;6;9;12;11;128
"350910 Caiuá";-;2;-;2;-;2;-;1;-;-;7
"350920 Cajamar";10;3;13;8;13;7;13;9;12;18;106
"350925 Cajati";22;12;15;15;14;4;7;14;9;9;121
"350930 Cajobi";-;1;2;3;-;1;2;1;-;-;10
"350940 Cajuru";4;10;2;14;5;1;2;3;4;7;52
"350945 Campina do Monte Alegre";-;1;1;-;2;-;3;1;-;1;9
"350950 Campinas";244;275;213;232;223;176;173;164;141;139;1980
"350960 Campo Limpo Paulista";3;1;6;5;4;7;8;11;5;14;64
"350970 Campos do Jordão";4;5;3;3;1;4;1;1;6;2;30
"350980 Campos Novos Paulista";-;-;2;-;-;-;-;3;1;-;6
"350990 Cananéia";2;1;1;1;6;2;-;1;2;1;17
"350995 Canas";2;2;4;3;2;-;1;3;1;1;19
"351000 Cândido Mota";8;4;2;11;4;2;2;9;4;2;48
"351010 Cândido Rodrigues";-;-;-;-;-;-;-;-;-;1;1
"351015 Canitar";3;1;2;1;-;2;1;-;-;-;10
"351020 Capão Bonito";16;11;14;21;14;9;8;12;4;14;123
"351030 Capela do Alto";5;5;3;3;6;5;3;2;3;4;39
"351040 Capivari";7;11;10;13;12;7;13;5;9;5;92
"351050 Caraguatatuba";28;27;23;29;28;14;9;9;18;7;192
"351060 Carapicuíba";14;16;15;17;23;13;30;23;18;19;188
"351070 Cardoso";4;-;1;1;5;2;1;1;4;1;20
"351080 Casa Branca";12;6;5;7;6;6;5;7;9;11;74
"351090 Cássia dos Coqueiros";1;-;-;-;3;1;-;1;1;-;7
"351100 Castilho";3;4;4;8;2;1;-;-;1;-;23
"351110 Catanduva";46;54;41;38;58;70;41;39;25;35;447
"351120 Catiguá";2;1;2;-;3;1;3;3;1;1;17
"351130 Cedral";2;7;3;1;3;5;3;1;4;4;33
"351140 Cerqueira César";5;8;1;4;4;4;2;7;3;4;42
"351150 Cerquilho";10;7;3;5;5;9;6;5;8;3;61
"351160 Cesário Lange";9;3;4;4;1;2;2;1;3;3;32
"351170 Charqueada";5;7;1;2;-;2;2;3;-;2;24
"355720 Chavantes";1;1;-;-;4;2;-;1;1;2;12
"351190 Clementina";3;-;2;1;1;2;3;3;2;5;22
"351200 Colina";-;1;3;5;3;1;1;1;2;4;21
"351210 Colômbia";5;9;4;3;3;2;5;1;2;1;35
"351220 Conchal";-;-;5;8;5;1;1;2;2;4;28
"351230 Conchas";2;3;1;2;6;7;3;4;3;4;35
"351240 Cordeirópolis";4;3;10;3;8;2;6;2;1;4;43
"351250 Coroados";3;-;-;3;-;4;2;-;2;1;15
"351260 Coronel Macedo";-;1;4;1;11;1;1;-;-;2;21
"351270 Corumbataí";-;1;-;-;3;1;1;-;1;1;8
"351280 Cosmópolis";5;1;6;7;9;11;2;4;5;5;55
"351290 Cosmorama";3;2;1;-;6;3;5;5;2;2;29
"351300 Cotia";26;37;27;34;29;30;21;35;30;22;291
"351310 Cravinhos";5;4;1;2;5;5;4;5;6;1;38
"351320 Cristais Paulista";3;8;2;4;4;1;3;-;3;1;29
"351330 Cruzália";1;3;-;-;1;1;2;-;-;-;8
"351340 Cruzeiro";15;12;13;18;11;19;14;12;10;11;135
"351350 Cubatão";30;35;28;24;34;17;19;12;30;25;254
"351360 Cunha";2;4;2;2;4;4;5;6;2;6;37
"351370 Descalvado";5;10;4;4;6;3;6;5;7;6;56
"351380 Diadema";60;65;52;61;53;54;37;38;40;38;498
"351385 Dirce Reis";1;-;-;-;1;-;-;-;1;-;3
"351390 Divinolândia";2;-;4;2;3;2;2;4;3;-;22
"351400 Dobrada";-;-;3;-;-;3;-;2;-;2;10
"351410 Dois Córregos";7;9;9;6;13;2;-;4;7;-;57
"351420 Dolcinópolis";-;-;-;-;-;-;-;-;1;-;1
"351430 Dourado";4;1;-;1;1;-;1;2;1;-;11
"351440 Dracena";16;16;9;13;10;9;7;7;6;7;100
"351450 Duartina";2;-;1;5;-;1;4;2;-;-;15
"351460 Dumont";3;2;5;-;-;5;2;5;-;2;24
"351470 Echaporã";4;4;1;-;3;4;2;1;1;1;21
"351480 Eldorado";-;6;1;6;5;2;1;1;4;1;27
"351490 Elias Fausto";9;6;6;1;5;4;2;5;-;1;39
"351492 Elisiário";-;-;3;-;-;2;-;2;2;2;11
"351495 Embaúba";1;-;1;5;1;-;-;1;3;-;12
"351500 Embu das Artes";23;23;23;17;22;9;13;5;3;10;148
"351510 Embu-Guaçu";-;-;-;-;3;4;-;3;1;5;16
"351515 Engenheiro Coelho";-;1;2;4;7;8;3;2;1;-;28
"351518 Espírito Santo do Pinhal";6;4;8;4;3;6;1;7;6;3;48
"351519 Espírito Santo do Turvo";1;-;-;2;-;-;-;2;-;1;6
"355730 Estiva Gerbi";2;-;-;-;1;-;1;1;-;-;5
"351520 Estrela d'Oeste";1;1;-;1;2;1;-;-;-;1;7
"351530 Estrela do Norte";-;4;1;1;1;-;2;-;-;-;9
"351535 Euclides da Cunha Paulista";2;3;2;3;1;3;3;1;-;-;18
"351540 Fartura";-;3;-;1;3;2;10;5;2;2;28
"351560 Fernando Prestes";1;2;2;1;1;-;-;-;4;-;11
"351550 Fernandópolis";15;22;19;21;25;20;11;17;19;21;190
"351570 Ferraz de Vasconcelos";9;8;4;4;9;11;11;8;10;2;76
"351580 Flora Rica";-;3;-;-;-;-;1;1;-;-;5
"351590 Floreal";1;1;1;-;1;-;3;2;1;1;11
"351600 Flórida Paulista";6;-;8;2;3;1;-;1;5;1;27
"351610 Florínia";1;2;-;2;1;-;-;2;2;1;11
"351620 Franca";78;64;49;54;65;37;56;62;53;46;564
"351630 Francisco Morato";23;28;13;10;15;5;11;12;8;11;136
"351640 Franco da Rocha";10;17;27;40;37;35;31;26;23;24;270
"351650 Gabriel Monteiro";-;1;1;-;3;1;-;-;-;-;6
